route,source,destination,year,month,day,hour,minute,vessel_name,duration_minutes
1,Swartz Bay,Tsawwassen,2018,04,12,15,00,Spirit of Vancouver Island,94
3,Horseshoe Bay,Langdale,2018,04,05,16,20,Queen of Surrey,48
4,Swartz Bay,Fulford Harbour,2018,04,14,13,00,Skeena Queen,36
8,Horseshoe Bay,Bowen Island,2018,03,09,06,50,Queen of Capilano,28
1,Tsawwassen,Swartz Bay,2018,04,18,09,00,Spirit of Vancouver Island,92
3,Horseshoe Bay,Langdale,2018,04,19,11,55,Queen of Surrey,52
8,Horseshoe Bay,Bowen Island,2018,03,18,17,45,Queen of Capilano,17
3,Langdale,Horseshoe Bay,2018,03,19,15,15,Queen of Coquitlam,43
1,Tsawwassen,Swartz Bay,2018,03,30,08,00,Queen of New Westminster,88
1,Tsawwassen,Swartz Bay,2018,03,02,21,00,Spirit of Vancouver Island,90
1,Tsawwassen,Swartz Bay,2018,03,26,13,00,Spirit of Vancouver Island,92
1,Swartz Bay,Tsawwassen,2018,04,11,11,30,Coastal Inspiration,92
3,Horseshoe Bay,Langdale,2018,04,03,16,20,Queen of Surrey,44
1,Swartz Bay,Tsawwassen,2018,03,28,17,00,Coastal Celebration,88
30,Tsawwassen,Duke Point,2018,03,27,12,45,Coastal Inspiration,113
2,Departure Bay,Horseshoe Bay,2018,03,25,08,25,Queen of Oak Bay,107
8,Horseshoe Bay,Bowen Island,2018,04,03,06,50,Queen of Capilano,26
3,Langdale,Horseshoe Bay,2018,04,26,08,40,Queen of Surrey,42
3,Horseshoe Bay,Langdale,2018,04,01,09,45,Queen of Surrey,43
2,Departure Bay,Horseshoe Bay,2018,04,07,20,45,Queen of Surrey,111
1,Swartz Bay,Tsawwassen,2018,03,04,19,00,Spirit of Vancouver Island,92
1,Swartz Bay,Tsawwassen,2018,03,08,09,00,Coastal Celebration,92
1,Swartz Bay,Tsawwassen,2018,04,23,13,00,Coastal Renaissance,94
2,Horseshoe Bay,Departure Bay,2018,03,24,15,45,Queen of Oak Bay,105
1,Tsawwassen,Swartz Bay,2018,04,29,22,00,Coastal Inspiration,84
3,Horseshoe Bay,Langdale,2018,04,04,14,10,Queen of Surrey,44
3,Langdale,Horseshoe Bay,2018,04,20,10,50,Queen of Surrey,52
4,Swartz Bay,Fulford Harbour,2018,04,11,07,00,Skeena Queen,32
30,Tsawwassen,Duke Point,2018,04,29,12,45,Queen of Coquitlam,111
4,Swartz Bay,Fulford Harbour,2018,04,12,21,00,Skeena Queen,28
3,Langdale,Horseshoe Bay,2018,04,23,18,40,Queen of Cowichan,42
3,Langdale,Horseshoe Bay,2018,03,04,08,40,Queen of Coquitlam,42
2,Departure Bay,Horseshoe Bay,2018,04,26,17,55,Queen of Oak Bay,111
4,Swartz Bay,Fulford Harbour,2018,03,26,19,00,Skeena Queen,32
30,Tsawwassen,Duke Point,2018,03,10,17,45,Coastal Inspiration,110
2,Horseshoe Bay,Departure Bay,2018,03,19,20,05,Queen of Oak Bay,105
8,Horseshoe Bay,Bowen Island,2018,04,24,18,50,Queen of Capilano,30
30,Duke Point,Tsawwassen,2018,03,27,07,45,Queen of Alberni,119
3,Langdale,Horseshoe Bay,2018,03,31,10,50,Queen of Surrey,46
3,Langdale,Horseshoe Bay,2018,03,20,18,40,Queen of Cowichan,42
1,Tsawwassen,Swartz Bay,2018,03,23,14,00,Coastal Renaissance,93
30,Tsawwassen,Duke Point,2018,04,26,07,45,Queen of Coquitlam,117
3,Langdale,Horseshoe Bay,2018,04,04,15,15,Queen of Surrey,43
30,Tsawwassen,Duke Point,2018,03,27,22,45,Coastal Inspiration,120
8,Horseshoe Bay,Bowen Island,2018,03,12,22,00,Queen of Capilano,24
3,Horseshoe Bay,Langdale,2018,03,22,17,30,Queen of Cowichan,44
2,Horseshoe Bay,Departure Bay,2018,04,05,22,10,Queen of Cowichan,107
3,Horseshoe Bay,Langdale,2018,03,25,16,20,Queen of Coquitlam,44
4,Swartz Bay,Fulford Harbour,2018,03,07,17,00,Skeena Queen,34
1,Tsawwassen,Swartz Bay,2018,03,08,15,00,Coastal Celebration,90
8,Horseshoe Bay,Bowen Island,2018,03,31,14,20,Queen of Capilano,18
1,Swartz Bay,Tsawwassen,2018,03,23,17,00,Coastal Celebration,88
8,Horseshoe Bay,Bowen Island,2018,03,20,09,05,Queen of Capilano,33
30,Duke Point,Tsawwassen,2018,04,09,10,15,Queen of Coquitlam,121
1,Tsawwassen,Swartz Bay,2018,04,02,16,00,Queen of New Westminster,88
8,Horseshoe Bay,Bowen Island,2018,03,07,15,30,Queen of Capilano,20
2,Horseshoe Bay,Departure Bay,2018,04,19,20,05,Queen of Oak Bay,105
2,Horseshoe Bay,Departure Bay,2018,04,07,06,15,Queen of Oak Bay,105
1,Tsawwassen,Swartz Bay,2018,04,07,09,00,Spirit of Vancouver Island,112
1,Tsawwassen,Swartz Bay,2018,04,05,07,00,Coastal Renaissance,98
2,Horseshoe Bay,Departure Bay,2018,04,03,08,25,Queen of Cowichan,105
3,Horseshoe Bay,Langdale,2018,03,08,11,55,Queen of Coquitlam,41
4,Swartz Bay,Fulford Harbour,2018,04,03,15,00,Skeena Queen,30
3,Horseshoe Bay,Langdale,2018,04,13,17,30,Queen of Cowichan,50
30,Duke Point,Tsawwassen,2018,04,26,17,45,Queen of Alberni,121
2,Departure Bay,Horseshoe Bay,2018,03,10,13,00,Queen of Oak Bay,104
1,Swartz Bay,Tsawwassen,2018,04,30,10,00,Queen of New Westminster,90
2,Horseshoe Bay,Departure Bay,2018,03,05,06,15,Queen of Oak Bay,105
8,Horseshoe Bay,Bowen Island,2018,03,08,15,30,Queen of Capilano,18
1,Swartz Bay,Tsawwassen,2018,04,05,16,00,Coastal Inspiration,90
4,Swartz Bay,Fulford Harbour,2018,03,27,17,00,Skeena Queen,32
8,Horseshoe Bay,Bowen Island,2018,04,10,22,00,Queen of Capilano,18
1,Swartz Bay,Tsawwassen,2018,03,30,08,00,Coastal Renaissance,92
4,Swartz Bay,Fulford Harbour,2018,03,11,15,00,Skeena Queen,34
3,Horseshoe Bay,Langdale,2018,03,19,19,50,Queen of Cowichan,44
3,Langdale,Horseshoe Bay,2018,04,06,10,50,Queen of Surrey,44
8,Horseshoe Bay,Bowen Island,2018,03,15,11,25,Queen of Capilano,17
3,Horseshoe Bay,Langdale,2018,04,02,18,30,Queen of Coquitlam,36
3,Horseshoe Bay,Langdale,2018,04,18,14,10,Queen of Surrey,42
3,Langdale,Horseshoe Bay,2018,04,25,20,55,Queen of Cowichan,43
2,Departure Bay,Horseshoe Bay,2018,04,30,20,45,Queen of Surrey,127
3,Horseshoe Bay,Langdale,2018,03,09,07,30,Queen of Coquitlam,39
8,Horseshoe Bay,Bowen Island,2018,04,07,06,50,Queen of Capilano,18
2,Horseshoe Bay,Departure Bay,2018,03,18,20,05,Queen of Oak Bay,117
1,Tsawwassen,Swartz Bay,2018,04,30,15,00,Coastal Renaissance,96
2,Departure Bay,Horseshoe Bay,2018,03,02,22,10,Queen of Oak Bay,107
3,Horseshoe Bay,Langdale,2018,04,19,22,55,Queen of Surrey,42
3,Langdale,Horseshoe Bay,2018,04,07,06,20,Queen of Surrey,42
1,Swartz Bay,Tsawwassen,2018,04,15,07,00,Spirit of Vancouver Island,98
1,Swartz Bay,Tsawwassen,2018,03,05,21,00,Coastal Celebration,90
8,Horseshoe Bay,Bowen Island,2018,04,03,08,00,Queen of Capilano,26
8,Horseshoe Bay,Bowen Island,2018,04,26,15,30,Queen of Capilano,20
3,Langdale,Horseshoe Bay,2018,04,10,15,15,Queen of Surrey,43
4,Swartz Bay,Fulford Harbour,2018,03,09,07,00,Skeena Queen,34
1,Swartz Bay,Tsawwassen,2018,03,29,20,00,Coastal Renaissance,93
30,Duke Point,Tsawwassen,2018,04,04,12,45,Queen of Alberni,117
2,Departure Bay,Horseshoe Bay,2018,03,28,20,45,Queen of Surrey,117
2,Departure Bay,Horseshoe Bay,2018,03,19,10,40,Queen of Cowichan,111
1,Tsawwassen,Swartz Bay,2018,04,01,19,00,Coastal Celebration,98
2,Horseshoe Bay,Departure Bay,2018,04,23,22,10,Queen of Cowichan,105
30,Duke Point,Tsawwassen,2018,03,02,20,15,Coastal Inspiration,119
30,Tsawwassen,Duke Point,2018,04,05,15,15,Queen of Alberni,121
3,Langdale,Horseshoe Bay,2018,03,16,20,55,Queen of Cowichan,49
3,Horseshoe Bay,Langdale,2018,03,09,19,50,Queen of Cowichan,44
2,Horseshoe Bay,Departure Bay,2018,03,04,15,45,Queen of Oak Bay,105
1,Swartz Bay,Tsawwassen,2018,04,05,13,00,Coastal Renaissance,96
2,Departure Bay,Horseshoe Bay,2018,03,01,10,40,Queen of Cowichan,106
4,Swartz Bay,Fulford Harbour,2018,04,18,07,00,Skeena Queen,30
2,Horseshoe Bay,Departure Bay,2018,04,02,10,40,Queen of Oak Bay,106
30,Duke Point,Tsawwassen,2018,04,03,10,15,Coastal Inspiration,119
1,Tsawwassen,Swartz Bay,2018,04,17,21,00,Spirit of Vancouver Island,88
2,Departure Bay,Horseshoe Bay,2018,03,21,13,00,Queen of Oak Bay,104
1,Tsawwassen,Swartz Bay,2018,04,02,18,00,Coastal Renaissance,90
2,Departure Bay,Horseshoe Bay,2018,03,01,17,55,Queen of Oak Bay,104
3,Horseshoe Bay,Langdale,2018,03,24,19,50,Queen of Cowichan,37
30,Tsawwassen,Duke Point,2018,04,30,05,15,Queen of Alberni,121
30,Tsawwassen,Duke Point,2018,03,03,12,45,Coastal Inspiration,124
3,Horseshoe Bay,Langdale,2018,04,30,16,20,Queen of Surrey,65
3,Langdale,Horseshoe Bay,2018,04,28,18,40,Queen of Cowichan,40
3,Horseshoe Bay,Langdale,2018,03,17,11,55,Queen of Coquitlam,39
8,Horseshoe Bay,Bowen Island,2018,03,21,18,50,Queen of Capilano,22
3,Langdale,Horseshoe Bay,2018,04,29,10,50,Queen of Surrey,42
2,Departure Bay,Horseshoe Bay,2018,03,31,17,55,Queen of Oak Bay,103
8,Horseshoe Bay,Bowen Island,2018,03,06,15,30,Queen of Capilano,18
3,Horseshoe Bay,Langdale,2018,04,06,14,10,Queen of Surrey,48
2,Departure Bay,Horseshoe Bay,2018,03,20,06,15,Queen of Cowichan,107
3,Langdale,Horseshoe Bay,2018,03,03,18,40,Queen of Cowichan,42
3,Horseshoe Bay,Langdale,2018,03,07,22,55,Queen of Coquitlam,41
8,Horseshoe Bay,Bowen Island,2018,04,03,18,50,Queen of Capilano,18
2,Horseshoe Bay,Departure Bay,2018,03,12,08,25,Queen of Cowichan,109
30,Duke Point,Tsawwassen,2018,04,18,17,45,Queen of Alberni,123
30,Tsawwassen,Duke Point,2018,04,18,12,45,Queen of Coquitlam,119
1,Tsawwassen,Swartz Bay,2018,04,20,19,00,Coastal Renaissance,92
30,Duke Point,Tsawwassen,2018,04,21,05,15,Queen of Coquitlam,127
4,Swartz Bay,Fulford Harbour,2018,03,31,13,00,Skeena Queen,32
1,Swartz Bay,Tsawwassen,2018,03,21,21,00,Coastal Celebration,86
8,Horseshoe Bay,Bowen Island,2018,04,15,20,00,Queen of Capilano,18
3,Langdale,Horseshoe Bay,2018,03,18,10,50,Queen of Coquitlam,42
1,Tsawwassen,Swartz Bay,2018,04,27,17,00,Spirit of Vancouver Island,106
1,Swartz Bay,Tsawwassen,2018,03,12,17,00,Coastal Celebration,88
30,Tsawwassen,Duke Point,2018,03,08,15,15,Queen of Alberni,121
30,Duke Point,Tsawwassen,2018,03,16,15,15,Coastal Inspiration,121
8,Horseshoe Bay,Bowen Island,2018,04,06,09,05,Queen of Capilano,23
1,Swartz Bay,Tsawwassen,2018,04,27,18,00,Queen of New Westminster,120
3,Horseshoe Bay,Langdale,2018,04,20,17,30,Queen of Cowichan,45
4,Swartz Bay,Fulford Harbour,2018,03,30,07,00,Skeena Queen,30
1,Tsawwassen,Swartz Bay,2018,04,19,19,00,Coastal Renaissance,92
2,Horseshoe Bay,Departure Bay,2018,04,19,18,35,Queen of Surrey,117
3,Horseshoe Bay,Langdale,2018,03,21,09,45,Queen of Coquitlam,41
1,Tsawwassen,Swartz Bay,2018,03,09,19,00,Coastal Celebration,94
2,Horseshoe Bay,Departure Bay,2018,04,26,10,40,Queen of Oak Bay,108
30,Duke Point,Tsawwassen,2018,03,24,05,15,Coastal Inspiration,121
4,Swartz Bay,Fulford Harbour,2018,04,27,15,00,Skeena Queen,36
30,Duke Point,Tsawwassen,2018,04,13,07,45,Queen of Alberni,143
1,Swartz Bay,Tsawwassen,2018,04,08,11,00,Spirit of Vancouver Island,90
1,Tsawwassen,Swartz Bay,2018,03,11,17,00,Spirit of Vancouver Island,90
1,Tsawwassen,Swartz Bay,2018,04,28,11,00,Coastal Renaissance,94
4,Swartz Bay,Fulford Harbour,2018,04,23,21,45,Skeena Queen,31
8,Horseshoe Bay,Bowen Island,2018,03,15,08,00,Queen of Capilano,22
2,Departure Bay,Horseshoe Bay,2018,03,26,10,40,Queen of Cowichan,104
2,Departure Bay,Horseshoe Bay,2018,04,22,22,10,Queen of Oak Bay,119
2,Departure Bay,Horseshoe Bay,2018,04,03,15,20,Queen of Cowichan,104
3,Langdale,Horseshoe Bay,2018,03,29,13,05,Queen of Surrey,67
4,Swartz Bay,Fulford Harbour,2018,04,17,13,00,Skeena Queen,30
1,Swartz Bay,Tsawwassen,2018,03,30,14,00,Queen of New Westminster,86
8,Horseshoe Bay,Bowen Island,2018,03,15,22,00,Queen of Capilano,18
1,Swartz Bay,Tsawwassen,2018,04,27,13,00,Coastal Renaissance,86
30,Duke Point,Tsawwassen,2018,04,05,20,15,Queen of Coquitlam,117
30,Duke Point,Tsawwassen,2018,04,29,20,15,Queen of Coquitlam,163
3,Horseshoe Bay,Langdale,2018,04,13,22,55,Queen of Surrey,43
1,Tsawwassen,Swartz Bay,2018,04,02,19,00,Coastal Celebration,92
1,Swartz Bay,Tsawwassen,2018,04,10,11,30,Coastal Inspiration,92
2,Horseshoe Bay,Departure Bay,2018,04,06,06,15,Queen of Oak Bay,105
2,Horseshoe Bay,Departure Bay,2018,04,01,13,00,Queen of Cowichan,102
1,Swartz Bay,Tsawwassen,2018,03,11,09,00,Coastal Celebration,90
8,Horseshoe Bay,Bowen Island,2018,03,07,08,00,Queen of Capilano,26
3,Horseshoe Bay,Langdale,2018,03,20,16,20,Queen of Coquitlam,44
1,Tsawwassen,Swartz Bay,2018,04,29,18,00,Coastal Inspiration,88
8,Horseshoe Bay,Bowen Island,2018,04,06,18,50,Queen of Capilano,21
2,Departure Bay,Horseshoe Bay,2018,03,16,22,10,Queen of Oak Bay,115
3,Langdale,Horseshoe Bay,2018,03,30,13,05,Queen of Surrey,37
3,Langdale,Horseshoe Bay,2018,04,16,20,55,Queen of Cowichan,45
1,Swartz Bay,Tsawwassen,2018,03,25,21,00,Coastal Celebration,90
4,Swartz Bay,Fulford Harbour,2018,03,30,21,00,Skeena Queen,28
3,Langdale,Horseshoe Bay,2018,03,29,15,15,Queen of Surrey,75
8,Horseshoe Bay,Bowen Island,2018,04,09,12,35,Queen of Capilano,17
2,Horseshoe Bay,Departure Bay,2018,04,23,18,35,Queen of Surrey,107
3,Horseshoe Bay,Langdale,2018,04,13,19,50,Queen of Cowichan,40
1,Swartz Bay,Tsawwassen,2018,04,11,19,00,Spirit of Vancouver Island,94
3,Horseshoe Bay,Langdale,2018,04,14,22,55,Queen of Surrey,42
2,Horseshoe Bay,Departure Bay,2018,04,20,15,45,Queen of Oak Bay,105
3,Langdale,Horseshoe Bay,2018,04,24,13,05,Queen of Surrey,43
2,Departure Bay,Horseshoe Bay,2018,04,14,17,55,Queen of Oak Bay,103
2,Departure Bay,Horseshoe Bay,2018,04,01,17,55,Queen of Oak Bay,107
30,Tsawwassen,Duke Point,2018,03,24,15,15,Queen of Alberni,119
3,Langdale,Horseshoe Bay,2018,03,19,20,55,Queen of Cowichan,41
1,Swartz Bay,Tsawwassen,2018,04,20,07,00,Spirit of Vancouver Island,92
30,Duke Point,Tsawwassen,2018,03,10,15,15,Coastal Inspiration,123
1,Swartz Bay,Tsawwassen,2018,03,02,07,00,Spirit of Vancouver Island,92
1,Tsawwassen,Swartz Bay,2018,03,19,11,00,Coastal Celebration,91
4,Swartz Bay,Fulford Harbour,2018,03,02,17,00,Skeena Queen,36
3,Horseshoe Bay,Langdale,2018,04,11,09,45,Queen of Surrey,40
3,Horseshoe Bay,Langdale,2018,03,15,07,30,Queen of Coquitlam,42
3,Langdale,Horseshoe Bay,2018,04,28,13,05,Queen of Surrey,67
1,Tsawwassen,Swartz Bay,2018,04,14,17,00,Spirit of Vancouver Island,92
2,Departure Bay,Horseshoe Bay,2018,04,05,08,25,Queen of Oak Bay,105
3,Horseshoe Bay,Langdale,2018,03,07,16,20,Queen of Coquitlam,39
4,Swartz Bay,Fulford Harbour,2018,04,13,09,00,Skeena Queen,30
8,Horseshoe Bay,Bowen Island,2018,04,26,10,15,Queen of Capilano,33
2,Departure Bay,Horseshoe Bay,2018,04,13,08,25,Queen of Oak Bay,107
1,Tsawwassen,Swartz Bay,2018,03,19,07,00,Coastal Celebration,92
30,Tsawwassen,Duke Point,2018,03,01,22,45,Coastal Inspiration,120
2,Horseshoe Bay,Departure Bay,2018,03,03,15,45,Queen of Oak Bay,105
30,Duke Point,Tsawwassen,2018,03,01,12,45,Queen of Alberni,121
8,Horseshoe Bay,Bowen Island,2018,04,18,10,15,Queen of Capilano,23
1,Swartz Bay,Tsawwassen,2018,04,30,21,00,Coastal Renaissance,88
3,Horseshoe Bay,Langdale,2018,03,08,16,20,Queen of Coquitlam,41
3,Horseshoe Bay,Langdale,2018,03,27,09,45,Queen of Coquitlam,45
1,Tsawwassen,Swartz Bay,2018,04,10,17,00,Spirit of Vancouver Island,90
30,Duke Point,Tsawwassen,2018,04,28,05,15,Queen of Coquitlam,125
2,Departure Bay,Horseshoe Bay,2018,03,03,13,00,Queen of Oak Bay,108
1,Tsawwassen,Swartz Bay,2018,03,25,07,00,Coastal Celebration,98
3,Horseshoe Bay,Langdale,2018,04,12,22,55,Queen of Surrey,43
3,Horseshoe Bay,Langdale,2018,03,12,22,55,Queen of Coquitlam,41
2,Departure Bay,Horseshoe Bay,2018,03,25,10,40,Queen of Cowichan,104
1,Swartz Bay,Tsawwassen,2018,04,13,21,00,Coastal Renaissance,86
30,Duke Point,Tsawwassen,2018,03,27,05,15,Coastal Inspiration,125
8,Horseshoe Bay,Bowen Island,2018,04,06,21,00,Queen of Capilano,17
30,Duke Point,Tsawwassen,2018,04,27,07,45,Queen of Alberni,119
8,Horseshoe Bay,Bowen Island,2018,04,21,14,20,Queen of Capilano,17
8,Horseshoe Bay,Bowen Island,2018,03,08,20,00,Queen of Capilano,18
30,Tsawwassen,Duke Point,2018,03,26,12,45,Coastal Inspiration,119
2,Horseshoe Bay,Departure Bay,2018,04,17,22,10,Queen of Cowichan,105
2,Horseshoe Bay,Departure Bay,2018,03,30,13,00,Queen of Cowichan,100
3,Horseshoe Bay,Langdale,2018,04,10,07,30,Queen of Surrey,42
3,Langdale,Horseshoe Bay,2018,04,02,19,40,Queen of Coquitlam,42
1,Tsawwassen,Swartz Bay,2018,04,28,13,00,Spirit of Vancouver Island,94
30,Tsawwassen,Duke Point,2018,04,25,07,45,Queen of Coquitlam,123
1,Swartz Bay,Tsawwassen,2018,04,06,15,00,Spirit of Vancouver Island,88
30,Duke Point,Tsawwassen,2018,04,29,10,15,Queen of Coquitlam,123
2,Horseshoe Bay,Departure Bay,2018,03,11,18,35,Queen of Coquitlam,111
8,Horseshoe Bay,Bowen Island,2018,03,20,18,50,Queen of Capilano,18
8,Horseshoe Bay,Bowen Island,2018,04,29,11,25,Queen of Capilano,23
8,Horseshoe Bay,Bowen Island,2018,04,26,21,00,Queen of Capilano,27
8,Horseshoe Bay,Bowen Island,2018,04,11,20,00,Queen of Capilano,18
3,Horseshoe Bay,Langdale,2018,04,03,19,50,Queen of Cowichan,40
8,Horseshoe Bay,Bowen Island,2018,03,23,15,30,Queen of Capilano,18
1,Swartz Bay,Tsawwassen,2018,03,16,15,00,Spirit of Vancouver Island,88
2,Horseshoe Bay,Departure Bay,2018,04,25,06,15,Queen of Oak Bay,105
30,Tsawwassen,Duke Point,2018,03,17,17,45,Coastal Inspiration,113
1,Tsawwassen,Swartz Bay,2018,04,26,19,00,Coastal Renaissance,96
2,Horseshoe Bay,Departure Bay,2018,04,18,18,35,Queen of Surrey,107
3,Horseshoe Bay,Langdale,2018,03,01,14,10,Queen of Coquitlam,38
30,Duke Point,Tsawwassen,2018,03,26,05,15,Coastal Inspiration,121
30,Duke Point,Tsawwassen,2018,03,23,15,15,Coastal Inspiration,129
30,Duke Point,Tsawwassen,2018,03,04,10,15,Coastal Inspiration,117
30,Duke Point,Tsawwassen,2018,04,05,12,45,Queen of Alberni,119
3,Horseshoe Bay,Langdale,2018,03,16,22,55,Queen of Coquitlam,43
2,Departure Bay,Horseshoe Bay,2018,03,31,20,45,Queen of Surrey,109
8,Horseshoe Bay,Bowen Island,2018,04,12,12,35,Queen of Capilano,23
2,Horseshoe Bay,Departure Bay,2018,03,15,08,25,Queen of Cowichan,105
1,Swartz Bay,Tsawwassen,2018,04,19,16,00,Coastal Inspiration,90
3,Horseshoe Bay,Langdale,2018,03,24,09,45,Queen of Coquitlam,36
1,Tsawwassen,Swartz Bay,2018,04,18,19,00,Coastal Renaissance,90
3,Horseshoe Bay,Langdale,2018,03,07,09,45,Queen of Coquitlam,47
1,Tsawwassen,Swartz Bay,2018,03,21,18,00,Coastal Renaissance,88
3,Horseshoe Bay,Langdale,2018,03,12,19,50,Queen of Cowichan,46
4,Swartz Bay,Fulford Harbour,2018,04,16,15,00,Skeena Queen,36
4,Swartz Bay,Fulford Harbour,2018,03,19,07,00,Skeena Queen,30
8,Horseshoe Bay,Bowen Island,2018,03,08,05,50,Queen of Capilano,22
3,Horseshoe Bay,Langdale,2018,03,23,07,30,Queen of Coquitlam,41
4,Swartz Bay,Fulford Harbour,2018,03,25,13,00,Skeena Queen,26
30,Tsawwassen,Duke Point,2018,03,31,10,15,Queen of Alberni,123
1,Tsawwassen,Swartz Bay,2018,03,30,14,00,Coastal Renaissance,92
3,Horseshoe Bay,Langdale,2018,03,09,16,20,Queen of Coquitlam,45
2,Horseshoe Bay,Departure Bay,2018,04,12,13,00,Queen of Cowichan,106
1,Tsawwassen,Swartz Bay,2018,03,11,18,00,Coastal Renaissance,90
8,Horseshoe Bay,Bowen Island,2018,03,27,14,20,Queen of Capilano,18
30,Duke Point,Tsawwassen,2018,03,16,22,45,Queen of Alberni,120
30,Duke Point,Tsawwassen,2018,03,18,20,15,Coastal Inspiration,117
2,Horseshoe Bay,Departure Bay,2018,03,12,13,00,Queen of Cowichan,103
1,Tsawwassen,Swartz Bay,2018,03,23,12,00,Queen of New Westminster,94
8,Horseshoe Bay,Bowen Island,2018,04,24,14,20,Queen of Capilano,18
30,Tsawwassen,Duke Point,2018,04,29,22,45,Queen of Coquitlam,156
8,Horseshoe Bay,Bowen Island,2018,03,19,08,00,Queen of Capilano,20
2,Departure Bay,Horseshoe Bay,2018,04,24,20,45,Queen of Surrey,109
3,Langdale,Horseshoe Bay,2018,03,01,13,05,Queen of Coquitlam,39
2,Horseshoe Bay,Departure Bay,2018,04,27,22,10,Queen of Cowichan,108
30,Tsawwassen,Duke Point,2018,03,15,17,45,Coastal Inspiration,119
30,Duke Point,Tsawwassen,2018,04,12,05,15,Queen of Coquitlam,121
1,Tsawwassen,Swartz Bay,2018,03,30,19,00,Coastal Celebration,88
1,Tsawwassen,Swartz Bay,2018,04,07,10,00,Coastal Inspiration,88
8,Horseshoe Bay,Bowen Island,2018,03,12,16,35,Queen of Capilano,17
1,Tsawwassen,Swartz Bay,2018,03,02,07,00,Coastal Celebration,92
8,Horseshoe Bay,Bowen Island,2018,03,28,10,15,Queen of Capilano,19
8,Horseshoe Bay,Bowen Island,2018,03,18,18,50,Queen of Capilano,18
2,Departure Bay,Horseshoe Bay,2018,04,19,08,25,Queen of Oak Bay,107
30,Tsawwassen,Duke Point,2018,04,11,13,30,Coastal Inspiration,122
1,Swartz Bay,Tsawwassen,2018,04,18,21,00,Coastal Renaissance,84
8,Horseshoe Bay,Bowen Island,2018,04,12,18,50,Queen of Capilano,24
2,Departure Bay,Horseshoe Bay,2018,03,30,10,40,Queen of Cowichan,102
1,Swartz Bay,Tsawwassen,2018,03,26,07,00,Spirit of Vancouver Island,92
30,Duke Point,Tsawwassen,2018,04,24,22,45,Queen of New Westminster,120
1,Tsawwassen,Swartz Bay,2018,04,14,11,00,Coastal Renaissance,98
1,Tsawwassen,Swartz Bay,2018,03,21,09,00,Spirit of Vancouver Island,92
3,Horseshoe Bay,Langdale,2018,04,18,19,50,Queen of Cowichan,44
3,Langdale,Horseshoe Bay,2018,04,18,17,25,Queen of Surrey,41
8,Horseshoe Bay,Bowen Island,2018,03,07,09,05,Queen of Capilano,27
8,Horseshoe Bay,Bowen Island,2018,04,10,05,50,Queen of Capilano,20
1,Tsawwassen,Swartz Bay,2018,03,04,15,00,Coastal Celebration,88
30,Tsawwassen,Duke Point,2018,03,20,15,15,Queen of Alberni,118
3,Langdale,Horseshoe Bay,2018,04,26,20,55,Queen of Cowichan,45
30,Duke Point,Tsawwassen,2018,04,19,20,15,Queen of Coquitlam,123
3,Langdale,Horseshoe Bay,2018,04,07,08,40,Queen of Surrey,42
4,Swartz Bay,Fulford Harbour,2018,04,14,07,00,Skeena Queen,40
8,Horseshoe Bay,Bowen Island,2018,03,16,08,00,Queen of Capilano,20
30,Tsawwassen,Duke Point,2018,04,13,05,15,Queen of Alberni,148
2,Horseshoe Bay,Departure Bay,2018,03,29,15,45,Queen of Oak Bay,107
4,Swartz Bay,Fulford Harbour,2018,03,05,17,00,Skeena Queen,28
3,Horseshoe Bay,Langdale,2018,03,31,09,45,Queen of Surrey,41
30,Tsawwassen,Duke Point,2018,03,24,17,45,Coastal Inspiration,122
3,Langdale,Horseshoe Bay,2018,04,26,06,20,Queen of Surrey,40
2,Departure Bay,Horseshoe Bay,2018,04,26,13,00,Queen of Oak Bay,106
2,Departure Bay,Horseshoe Bay,2018,03,15,08,25,Queen of Oak Bay,105
2,Horseshoe Bay,Departure Bay,2018,03,29,10,40,Queen of Oak Bay,104
1,Swartz Bay,Tsawwassen,2018,04,28,08,00,Coastal Inspiration,92
30,Duke Point,Tsawwassen,2018,03,21,20,15,Coastal Inspiration,125
1,Swartz Bay,Tsawwassen,2018,04,04,09,00,Coastal Renaissance,96
4,Swartz Bay,Fulford Harbour,2018,03,30,19,00,Skeena Queen,30
3,Horseshoe Bay,Langdale,2018,03,31,16,20,Queen of Surrey,42
1,Tsawwassen,Swartz Bay,2018,04,03,14,00,Coastal Renaissance,88
3,Langdale,Horseshoe Bay,2018,04,30,20,55,Queen of Cowichan,37
3,Horseshoe Bay,Langdale,2018,03,10,14,10,Queen of Coquitlam,38
8,Horseshoe Bay,Bowen Island,2018,03,22,06,50,Queen of Capilano,20
3,Horseshoe Bay,Langdale,2018,04,24,19,50,Queen of Cowichan,42
30,Tsawwassen,Duke Point,2018,04,19,15,15,Queen of Alberni,133
4,Swartz Bay,Fulford Harbour,2018,04,25,09,00,Skeena Queen,38
30,Tsawwassen,Duke Point,2018,03,19,20,15,Queen of Alberni,119
1,Swartz Bay,Tsawwassen,2018,04,13,11,00,Spirit of Vancouver Island,92
3,Horseshoe Bay,Langdale,2018,03,03,16,20,Queen of Coquitlam,44
2,Departure Bay,Horseshoe Bay,2018,03,02,06,15,Queen of Cowichan,105
3,Horseshoe Bay,Langdale,2018,04,07,19,50,Queen of Cowichan,40
